name,uen,address,tel,fax,contractor_type,trade_type,workhead,workhead_title,grade,detail_url
T & T ELECTRICAL ENGINEERING PTE LTD,199609266D,20 WOODLANDS LINK #04-16 SINGAPORE 738733,67537574,67534616,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199609266D
T&L CONSTRUCTION PTE. LTD.,201006331N,7 PIONNER ROAD NORTH #01-42 SINGAPORE 628459,97715887,81314742,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201006331N
T.E. ENGINEERING & TRADING,53058179E,38C JALAN PEMIMPIN #02-06 ROBERT BOSCH BUILDING SINGAPORE 577180,91093388,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=53058179E
T.G ENGINEERING PTE. LTD.,199806261G,5040 ANG MO KIO INDUSTRIAL PARK 2 #01-441 SINGAPORE 569543,67734696,67733786,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199806261G
T.K.H LIGHTING & ELECTRICAL TRADING PTE LTD,200210876N,9 CHANGI SOUTH STREET 1 T.K.H SYNERGY CENTRE SINGAPORE 486789,68484900,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200210876N
T.O.P DESIGN & ENGINEERING PTE. LTD.,200302501E,20 ANG MO KIO INDUSTRIAL PARK 2A #04-16 AMK TECHLINK SINGAPORE 567761,64814393,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200302501E
TAC 3 ELECTRIC & RENOVATION CONTRACTOR,52416800L,236 HOUGANG AVENUE 1 #07-280 SINGAPORE 530236,97663848,62861427,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=52416800L
TAHSIN KEEN CONSTRUCTION PTE LTD,202307318W,11 SAM LEONG ROAD #01-12 TRIO SINGAPORE 207903,69806260,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202307318W
TAI LEE HANG ELECTRICAL ENGINEERING PTE LTD,199206777R,3 ANG MO KIO STREET 62 #02-16 LINK @ AMK SINGAPORE 569139,67446169,62581376,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199206777R
TAI SING ELECTRICAL ENGINEERING,46063900E,137 POTONG PASIR AVENUE 3 #09-148 SINGAPORE 350137,96791145,62802754,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=46063900E
TAI YEOW ELECTRICAL & PLUMBING SERVICE,24854600K,89 CORPORATION WALK SINGAPORE 618473,98528989,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=24854600K
"TAIHAN CABLE & SOLUTION CO., LTD",S88FC3921B,601 MACPHERSON ROAD #05-07 GRANTAL COMPLEX SINGAPORE 368242,68425069,68425076,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=S88FC3921B
TAIKISHA (SINGAPORE) PTE. LTD.,200400316N,2 INTERNATIONAL BUSINESS PARK #11-01 THE STRATEGY TOWER 1 SINGAPORE 609930,62239928,62239328,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200400316N
TAILER INT'L PTE. LTD.,201002725W,68 KAKI BUKIT AVENUE 6 #02-09 ARK@KB SINGAPORE 417896,63840048,63849010,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201002725W
TAKASAGO SINGAPORE PTE. LTD.,200500811R,1 JALAN KILANG TIMOR #08-01 PACIFIC TECH CENTRE SINGAPORE 159303,67373312,67337442,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200500811R
TAKENAKA SINGAPORE PTE LTD,199101326W,15A CHANGI BUSINESS PARK #03-04 EIGHTRIUM @ CHANGI BUSINESS PARK SINGAPORE 486035,68998989,62767333,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199101326W
TALUKDER ENGINEERING PTE. LTD.,202346915H,236A SERANGOON ROAD #02-01 SINGAPORE 218084,97301638,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202346915H
TAN AH LEE ENTERPRISE PTE. LTD.,200802054G,7030 ANG MO KIO AVENUE 5 #07-02 NORTHSTAR @ AMK SINGAPORE 569880,66848077,66848277,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200802054G
TAN T P CONSULTANTS PTE LTD,201714178D,10 HILLVIEW RISE #08-12 MIDWOOD SINGAPORE 667972,69358831,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201714178D
TANEKAA ENGINEERING PTE. LTD.,202312967N,144 UPPER BUKIT TIMAH ROAD #03-K2 BEAUTY WORLD CENTRE SINGAPORE 588177,88322396,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202312967N
TANG'S ENGINEERING PTE LTD,199900885H,30 KAKI BUKIT INDUSTRIAL TERRACE #02-01 SINGAPORE 416110,63468008,63463034,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199900885H
TANSIN ENGINEERING & SERVICES PTE. LTD.,201906814G,18 VERDUN ROAD #05-01 CRU CENTRE SINGAPORE 207280,62924694,62942258,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201906814G
TASHI FACILITY PTE. LTD.,201100149K,629 ALJUNIED ROAD # 05-11 CITITECH INDUSTRIAL BUILDING SINGAPORE 389838,68441383,68447978,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201100149K
TAY ELECTRICAL SERVICES PTE. LTD.,202553197M,416C FERNVALE LINK #07-72 FERNVALE RIVERBOW SINGAPORE 793416,96989970,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202553197M
TBA TECH ENGINEERING PTE. LTD.,202445062R,253 SERANGOON CENTRAL DRIVE #01-225 SINGAPORE 550253,93459356,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202445062R
TBS ENGINEERING PTE LTD,202120110R,421 TAGORE INDUSTRIAL AVENUE #04-18 TAGORE 8 SINGAPORE 787805,98710332,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202120110R
TCJ ENGINEERING PTE. LTD.,202140193G,30 CECIL STREET #19-08 PRUDENTIAL TOWER SINGAPORE 049712,81331361,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202140193G
TCP GLOBAL PTE. LTD.,201101058N,4 LOYANG LANE #02-01 SINGAPORE 508914,62955787,62955743,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201101058N
TDK ENGINEERING PTE. LTD.,201603996E,10 BUROH STREET #04-13 WEST CONNECT BUILDING SINGAPORE 627564,92719034,66561125,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201603996E
TEAM LEAD CONSTRUCTION PTE. LTD.,201306641C,101 KITCHENER ROAD #03-02 JALAN BESAR PLAZA SINGAPORE 208511,92227637,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201306641C
TEAM POWER ENGINEERING PTE. LTD.,201528837Z,809 HOUGANG CENTRAL #04-186 SINGAPORE 530809,97420298,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201528837Z
TECH ONSHORE MEP-PREFABRICATORS PTE. LTD.,199507962E,13 TUAS SOUTH STREET 3 SINGAPORE 638019,68989181,68989129,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199507962E
TECH SAN ENGINEERING SERVICES PTE. LTD.,202239200G,101 KITCHENER ROAD #03-04A SINGAPORE 208511,85104588,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202239200G
TECH SYS SINGAPORE PTE LTD,202208710C,7 GAMBAS CRESCENT #08-41 ARK @ GAMBAS SINGAPORE 757087,85967514,60150636,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202208710C
TECHART GLOBAL PTE. LTD.,201008540W,7 MANDAI LINK #09-30 MANDAI CONNECTION SINGAPORE 728653,62502322,62502763,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201008540W
TECHCOM ENGINEERING PTE. LTD.,201424418W,2 YISHUN INDUSTRIAL STREET 1 #04-11 NORTH POINT BIZHUB SINGAPORE 633688,63399688,63393688,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201424418W
TECHELM TECHNOLOGIES PTE. LTD.,200501147N,48 TOH GUAN ROAD EAST #09-122 ENTERPRISE HUB SINGAPORE 608586,62708852,62760605,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200501147N
TECHFORT ENGINEERING & CONSTRUCTION PTE.LTD,202211822N,35 KALLANG PUDDING ROAD #07-14 TONG LEE BUILDING BLOCK A SINGAPORE 349314,97285765,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202211822N
TECHIE  WORLD PTE LTD,202333899M,"BLK 109 KAKI BUKIT AVE 1 #02-05 SHUN LI INDUSTRIAL PARK, SINGAPORE SINGAPORE 415989",90065416,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202333899M
TECHNICDELTA ENGINEERING PTE LTD,200201604M,362 UPPER PAYA LEBAR ROAD #03-08 DA JIN FACTORY BUILDING SINGAPORE 534963,62874678,62877441,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200201604M
TECHNICON ELECTRICAL & ENGINEERING PTE LTD,201807492C,57 UBI AVENUE 1 #08-05 UBI CENTRE SINGAPORE 408936,98365180,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201807492C
TECHNICON ENGINEERING PTE. LTD.,200403501E,252 WOODLANDS INDUSTRIAL PARK E5 WOODLANDS BIZHUB SINGAPORE 757308,65700912,65700913,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200403501E
TECHNIHUB IEA SOLUTIONS PTE. LTD.,200709742E,42 TOH GUAN ROAD EAST #01-73 ENTERPRISE HUB SINGAPORE 608583,68994069,68974179,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200709742E
TECHNIKA ENGINEERING PTE. LTD,202555356M,29 MAYO STREET #02-02 SINGAPORE 208315,89218770,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202555356M
TECHNOLOGY WAVE (SINGAPORE) PTE LTD,202440624M,56 KALLANG PUDDING ROAD #07-10 HH @ KALLANG SINGAPORE 349328,81516228,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202440624M
TECHNOVA ENGINEERING PTE. LTD.,201507988R,158 KALLANG WAY #02-532A PERFORMANCE HOLDINGS PTE LTD SINGAPORE 349245,82687840,63963664,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201507988R
TECHNOVATION ENGINEERING PTE. LTD.,200411908E,1 BUKIT BATOK CRESCENT #07-05 WCEGA PLAZA SINGAPORE 658064,67959759,67955919,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200411908E
TECHTIMIA ENGINEERING PTE. LTD.,201504097W,1 TAMPINES NORTH DRIVE 1 #04-23 T-SPACE SINGAPORE 528559,62820555,62820554,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201504097W
TECHWORKS (M&E) PTE LTD,202604437H,38B HILLVIEW TERRACE HILLVIEW INDUSTRIAL ESTATE SINGAPORE 669263,87960980,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202604437H
TECK WIN ELECTRICAL PTE. LTD.,201415725Z,39 JALAN PEMIMPIN #03-03B TAI LEE INDUSTRIAL BUILDING SINGAPORE 577182,62528678,62528679,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201415725Z
TECLY ELECTRICAL ENGINEERING PTE. LTD.,201512423H,1 YISHUN STREET 23 #07-23 YS-ONE SINGAPORE 768441,67554927,67543774,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201512423H
TECSON ENGINEERING PTE LTD,198602817W,1003 TOA PAYOH INDUSTRIAL PARK LORONG 8 #05-1513 SINGAPORE 319075,62535055,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=198602817W
TECTRONIX ENGINEERING PTE. LTD.,201313094Z,1 SOON LEE STREET #05-39 PIONEER CENTRE SINGAPORE 627605,69701334,69701334,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201313094Z
TEH ENGINEERING PTE. LTD.,200311143C,3012 BEDOK INDUSTRIAL PARK E #04-2030 SINGAPORE 489978,64422066,64494333,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200311143C
TEKES FIRE & ELECTRICAL ENGINEERING PTE. LTD.,201004993G,8 KAKI BUKIT AVENUE 4 #07-40 PREMIER @ KAKI BUKIT SINGAPORE 415875,63481276,63481272,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201004993G
TELESECURE ENGINEERING & SERVICES PTE LTD,202226300N,5 SOON LEE STREET #03-04 PIONEER POINT SINGAPORE 627607,94871442,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202226300N
TENON CONSTRUCTION PTE. LTD.,201115824M,27 NEW INDUSTRIAL ROAD #08-08 NOVELTY TECHPOINT SINGAPORE 536212,65816788,65816288,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201115824M
TEO BROTHERS ENGINEERING & SERVICES PTE LTD,201943938N,683C EDGEDALE PLAINS #03-689 WATERWAY VIEW SINGAPORE 823683,96913820,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201943938N
TERAFIRE PRODUCTIONS AND ENGINEERING PTE. LTD.,200613189C,39 WOODLANDS CLOSE #01-39 MEGA@WOODLANDS SINGAPORE 737856,66351112,68264349,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200613189C
TERMINAL 9 PTE. LTD.,200500953D,61 KAKI BUKIT AVENUE #02-33 SHUN LI INDUSTRIAL PARK SINGAPORE 417943,68416263,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200500953D
TEST LEADS ELECTRICAL SERVICES PTE. LTD.,201419396G,50 KALLANG PUDDING ROAD #04-01 AMA BUILDING SINGAPORE 349326,83590308,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201419396G
TEXAS M&E ENGINEERING,53153854X,104A CANBERRA STREET #02-483 EASTBROOK@CANBERRA SINGAPORE 751104,90698799,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=53153854X
TGE CONSULTING ENGINEERS,53171444J,18 BOON LAY WAY #06-137 TRADEHUB 21 SINGAPORE 609966,97999717,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=53171444J
THAN BUILDERS PTE. LTD.,202114362W,35 TANNERY ROAD #11-10 RUBY INDUSTRIAL COMPLEX SINGAPORE 347740,91015026,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202114362W
THE BEST STAR ENGINEERING PTE. LTD.,201507035H,18 BOON LAY WAY #10-138 TRADEHUB 21 SINGAPORE 609966,83287334,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201507035H
THE CHRYSALLID PTE. LTD.,201415753R,90A KOON SENG ROAD SINGAPORE 427031,90015498,69048512,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201415753R
THE DYNAMIC CO. PTE LTD.,201904811C,167 UBI AVENUE 4 #01-01 PAN MALAYAN WAREHOUSE SINGAPORE 408787,88548958,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201904811C
THERMAL PRIVATE LIMITED,197302451H,1A INTERNATIONAL BUSINESS PARK #02-01 SINGAPORE 609933,63620660,63620770,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=197302451H
THIAM BUILDING CONSTRUCTION PTE LTD,199609217K,10 ADMIRALTY STREET #06-85 NORTH LINK BUILDING SINGAPORE 757695,67528878,67525755,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199609217K
THIAN SUNG CONSTRUCTION PTE. LTD.,198302602K,56 JALAN MALU- MALU SEMBAWANG SPRINGS ESTATE SINGAPORE 769671,62577000,67581375,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=198302602K
THINKSYS CONSTRUCTION PTE LTD,202409563M,21 ROWELL ROAD SINGAPORE 207979,91021443,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202409563M
THK ENGINEERING PTE LTD,200510141K,8 KAKI BUKIT AVENUE 4 #05-22 PREMIER @ KAKI BUKIT SINGAPORE 415875,67831751,63843651,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200510141K
THL M&E PTE LTD,201403319C,21 TUAS VIEW SQUARE SINGAPORE 637640,68627553,68629746,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201403319C
THREE INTERIORS PTE. LTD.,201813115C,18 KAKI BUKIT ROAD 3 #02-16 ENTREPRENEUR BUSINESS CENTRE SINGAPORE 415978,84399590,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201813115C
THYE HONG MANAGEMENT & SERVICES PTE LTD,200302381W,1 GENTING LINK #01-08 PERFECT ONE SINGAPORE 349518,68588668,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200302381W
